------------
Topic 8 (668 tokens)
------------
0.07021	49.00000	0.01000	b'species'
0.03726	26.00000	0.01000	b'density'
0.03297	23.00000	0.01000	b'amount'
0.03010	21.00000	0.01000	b'cells'
0.02580	18.00000	0.01000	b'mode'
0.02437	17.00000	0.01000	b'moisture'
0.02294	16.00000	0.01000	b'like'
0.02294	16.00000	0.01000	b'levels'
0.02150	15.00000	0.01000	b'greater'
0.01577	11.00000	0.01000	b'measure'
0.01577	11.00000	0.01000	b'produced'
0.01434	10.00000	0.01000	b'ecosystems'
0.01291	9.00000	0.01000	b'air'
0.01291	9.00000	0.01000	b'atmosphere'
0.01148	8.00000	0.01000	b'particles'
0.01148	8.00000	0.01000	b'low'
0.01148	8.00000	0.01000	b'releases'
0.01004	7.00000	0.01000	b'structures'
0.01004	7.00000	0.01000	b'mentioned'
0.01004	7.00000	0.01000	b'ecosystem'
0.01004	7.00000	0.01000	b'producing'
0.01004	7.00000	0.01000	b'diet'
0.01004	7.00000	0.01000	b'optisci'
0.01004	7.00000	0.01000	b'origin'
0.00861	6.00000	0.01000	b'somewhat'
0.00861	6.00000	0.01000	b'soils'
0.00861	6.00000	0.01000	b'derived'
0.00861	6.00000	0.01000	b'adults'
0.00861	6.00000	0.01000	b'microbial'
0.00861	6.00000	0.01000	b'stable'
0.00861	6.00000	0.01000	b'acids'
0.00718	5.00000	0.01000	b'still'
0.00718	5.00000	0.01000	b'waters'
0.00718	5.00000	0.01000	b'based'
0.00718	5.00000	0.01000	b'per'
0.00718	5.00000	0.01000	b'precipitation'
0.00718	5.00000	0.01000	b'instrument'
0.00718	5.00000	0.01000	b'relatively'
0.00718	5.00000	0.01000	b'atmospheric'
0.00718	5.00000	0.01000	b'ruber'
0.00718	5.00000	0.01000	b'interior'
0.00718	5.00000	0.01000	b'compound'
0.00574	4.00000	0.01000	b'peak'
0.00574	4.00000	0.01000	b'diameter'
0.00574	4.00000	0.01000	b'clear'
0.00574	4.00000	0.01000	b'aerobic'
0.00574	4.00000	0.01000	b'bacteria.'
0.00574	4.00000	0.01000	b'alter'
0.00574	4.00000	0.01000	b'reported'
0.00574	4.00000	0.01000	b'elevated'
0.00574	4.00000	0.01000	b'solid'
0.00574	4.00000	0.01000	b'expensive'
0.00574	4.00000	0.01000	b'patterns'
0.00574	4.00000	0.01000	b'jacks'
0.00574	4.00000	0.01000	b'enter'
0.00574	4.00000	0.01000	b'measurements'
0.00431	3.00000	0.01000	b'added'
0.00431	3.00000	0.01000	b'ciguatera'
0.00431	3.00000	0.01000	b'vary'
0.00431	3.00000	0.01000	b'designer'
0.00431	3.00000	0.01000	b'ferroelectric'
0.00431	3.00000	0.01000	b'flies'
0.00431	3.00000	0.01000	b'inorganic'
0.00431	3.00000	0.01000	b'intake'
0.00431	3.00000	0.01000	b'found.'
0.00431	3.00000	0.01000	b'caudal'
0.00431	3.00000	0.01000	b'biomass'
0.00288	2.00000	0.01000	b'semipermeable'
0.00288	2.00000	0.01000	b'tested'
0.00288	2.00000	0.01000	b'specializes'
0.00288	2.00000	0.01000	b'males'
0.00288	2.00000	0.01000	b'sciences.'
0.00288	2.00000	0.01000	b'synthesis'
0.00288	2.00000	0.01000	b'islands'
0.00288	2.00000	0.01000	b'factors.'
0.00288	2.00000	0.01000	b'low-power'
0.00288	2.00000	0.01000	b'decomposed'
0.00288	2.00000	0.01000	b'cycles.'
0.00288	2.00000	0.01000	b'reducing'
0.00288	2.00000	0.01000	b'homeowner'
0.00288	2.00000	0.01000	b'techniques.'
0.00288	2.00000	0.01000	b'reproductive'
0.00288	2.00000	0.01000	b'crystal'
0.00288	2.00000	0.01000	b'grows'
0.00288	2.00000	0.01000	b'stripe'
0.00288	2.00000	0.01000	b'carbohydrates.'
0.00288	2.00000	0.01000	b'pulse'
0.00288	2.00000	0.01000	b'fossil'
0.00288	2.00000	0.01000	b'collars'
0.00288	2.00000	0.01000	b'citric'
0.00288	2.00000	0.01000	b'content'
0.00288	2.00000	0.01000	b'boundary'
0.00145	1.00000	0.01000	b'ceremony'
0.00145	1.00000	0.01000	b'philosophical'
0.00145	1.00000	0.01000	b'overwhelming'
0.00145	1.00000	0.01000	b'customs'
0.00145	1.00000	0.01000	b'happens'
0.00145	1.00000	0.01000	b'articles.'
0.00145	1.00000	0.01000	b'widely'
0.00145	1.00000	0.01000	b'device'
0.00145	1.00000	0.01000	b'well-defined'
------------
Topic 4 (593 tokens)
------------
0.08027	50.00000	0.01000	b'town'
0.07867	49.00000	0.01000	b'located'
0.05941	37.00000	0.01000	b'age'
0.02730	17.00000	0.01000	b'years'
0.02570	16.00000	0.01000	b'eastern'
0.02409	15.00000	0.01000	b'per'
0.02088	13.00000	0.01000	b'popular'
0.01607	10.00000	0.01000	b'density'
0.01446	9.00000	0.01000	b'bath'
0.01446	9.00000	0.01000	b'northern'
0.01446	9.00000	0.01000	b'remains'
0.01286	8.00000	0.01000	b'bishop'
0.01286	8.00000	0.01000	b'municipal'
0.01286	8.00000	0.01000	b'waters'
0.01125	7.00000	0.01000	b'residents'
0.01125	7.00000	0.01000	b'island'
0.01125	7.00000	0.01000	b'contains'
